receivedPhoneTimestamp,respeckTimestamp,packetSeqNum,sampleSeqNum,accelX,accelY,accelZ
1760104524785,1199991334,18113,30,-0.10009765625,-0.92730712890625,0.28167724609375
1760104524785,1199991334,18113,31,-0.10546875,-0.97076416015625,0.32415771484375
1760104527368,1199993919,18114,0,-0.114501953125,-0.97125244140625,0.32830810546875
1760104527368,1199993919,18114,1,-0.135009765625,-0.95953369140625,0.25604248046875
1760104527368,1199993919,18114,2,-0.0927734375,-0.94927978515625,0.23602294921875
1760104527368,1199993919,18114,3,-0.088623046875,-0.97955322265625,0.29144287109375
1760104527368,1199993919,18114,4,-0.0439453125,-0.95074462890625,0.22796630859375
1760104527368,1199993919,18114,5,-0.1162109375,-1.00518798828125,0.28558349609375
1760104527368,1199993919,18114,6,-0.119873046875,-0.98004150390625,0.21893310546875
1760104527368,1199993919,18114,7,-0.03857421875,-1.03302001953125,0.33343505859375
1760104527368,1199993919,18114,8,-0.021240234375,-0.80450439453125,0.06561279296875
1760104527368,1199993919,18114,9,0.014404296875,-1.09332275390625,0.34417724609375
1760104527368,1199993919,18114,10,-0.06005859375,-1.01177978515625,0.24945068359375
1760104527368,1199993919,18114,11,-0.051513671875,-0.99420166015625,0.26019287109375
1760104527368,1199993919,18114,12,0.037353515625,-0.96612548828125,0.20233154296875
1760104527368,1199993919,18114,13,-0.0595703125,-0.92218017578125,0.22357177734375
1760104527368,1199993919,18114,14,-0.0751953125,-1.05157470703125,0.33294677734375
1760104527368,1199993919,18114,15,-0.061767578125,-0.95587158203125,0.29193115234375
1760104527368,1199993919,18114,16,-0.075927734375,-0.94439697265625,0.31512451171875
1760104527368,1199993919,18114,17,-0.09765625,-0.95269775390625,0.33465576171875
1760104527368,1199993919,18114,18,-0.1015625,-0.93023681640625,0.26287841796875
1760104527368,1199993919,18114,19,-0.0888671875,-0.94097900390625,0.33685302734375
1760104527368,1199993919,18114,20,-0.09130859375,-0.96539306640625,0.32464599609375
1760104527368,1199993919,18114,21,-0.104248046875,-0.96441650390625,0.25775146484375
1760104527368,1199993919,18114,22,-0.0498046875,-0.94049072265625,0.26849365234375
1760104527368,1199993919,18114,23,-0.078857421875,-0.94073486328125,0.21893310546875
1760104527368,1199993919,18114,24,-0.174072265625,-1.04547119140625,0.28387451171875
1760104527368,1199993919,18114,25,-0.13427734375,-1.03302001953125,0.22259521484375
1760104527368,1199993919,18114,26,-0.006103515625,-1.01934814453125,0.30340576171875
1760104527368,1199993919,18114,27,0.087890625,-0.81549072265625,0.04632568359375
1760104527368,1199993919,18114,28,-0.0537109375,-1.05694580078125,0.26580810546875
1760104527368,1199993919,18114,29,-0.090087890625,-1.07183837890625,0.28045654296875
1760104527368,1199993919,18114,30,-0.020263671875,-0.89556884765625,0.23333740234375
1760104527368,1199993919,18114,31,-0.00439453125,-0.98394775390625,0.28118896484375
1760104530160,1199996510,18115,0,-0.050048828125,-0.97198486328125,0.29217529296875
1760104530160,1199996510,18115,1,-0.0693359375,-0.91778564453125,0.24652099609375
1760104530160,1199996510,18115,2,-0.06494140625,-1.04473876953125,0.35028076171875
1760104530160,1199996510,18115,3,-0.0693359375,-0.92608642578125,0.36444091796875
1760104530160,1199996510,18115,4,-0.09033203125,-0.94830322265625,0.30145263671875
1760104530160,1199996510,18115,5,-0.052490234375,-0.94171142578125,0.32635498046875
1760104530160,1199996510,18115,6,-0.062255859375,-0.93878173828125,0.27923583984375
1760104530160,1199996510,18115,7,-0.107177734375,-0.95489501953125,0.27313232421875
1760104530160,1199996510,18115,8,-0.098876953125,-0.98883056640625,0.33953857421875
1760104530160,1199996510,18115,9,-0.058349609375,-0.95465087890625,0.25140380859375
1760104530160,1199996510,18115,10,-0.094482421875,-0.96368408203125,0.24749755859375
1760104530160,1199996510,18115,11,-0.05712890625,-0.98101806640625,0.29022216796875
1760104530160,1199996510,18115,12,-0.066650390625,-0.95855712890625,0.22894287109375
1760104530160,1199996510,18115,13,-0.1025390625,-0.99200439453125,0.31170654296875
1760104530160,1199996510,18115,14,-0.02099609375,-0.96783447265625,0.24139404296875
1760104530160,1199996510,18115,15,-0.12060546875,-0.94415283203125,0.22796630859375
