timestamp,accelX,accelY,accelZ
1760179792780,-0.27001953125,-0.78790283203125,0.53875732421875
1760179792780,-0.27001953125,-0.78692626953125,0.54510498046875
1760179792780,-0.274169921875,-0.78228759765625,0.54876708984375
1760179792780,-0.274169921875,-0.78204345703125,0.55120849609375
1760179792780,-0.271240234375,-0.78472900390625,0.54681396484375
1760179792780,-0.271484375,-0.78448486328125,0.54779052734375
1760179792780,-0.270751953125,-0.78204345703125,0.55535888671875
1760179792780,-0.265869140625,-0.77960205078125,0.55535888671875
1760179792780,-0.269775390625,-0.77374267578125,0.56243896484375
1760179792780,-0.268798828125,-0.77545166015625,0.56243896484375
1760179792780,-0.267333984375,-0.76861572265625,0.56854248046875
1760179792780,-0.26513671875,-0.76715087890625,0.56707763671875
1760179792780,-0.263427734375,-0.76959228515625,0.57171630859375
1760179792780,-0.262939453125,-0.76641845703125,0.56878662109375
1760179792780,-0.2587890625,-0.76202392578125,0.57098388671875
1760179792780,-0.26513671875,-0.76739501953125,0.57659912109375
1760179792780,-0.26123046875,-0.76739501953125,0.57464599609375
1760179792780,-0.263427734375,-0.76275634765625,0.57537841796875
1760179792780,-0.262939453125,-0.77032470703125,0.58001708984375
1760179792780,-0.26513671875,-0.76251220703125,0.57659912109375
1760179792780,-0.263671875,-0.77130126953125,0.57562255859375
1760179792780,-0.267578125,-0.76641845703125,0.57293701171875
1760179792780,-0.26708984375,-0.76861572265625,0.57049560546875
1760179792780,-0.268310546875,-0.76934814453125,0.56927490234375
1760179792780,-0.269775390625,-0.76837158203125,0.56976318359375
1760179792780,-0.271728515625,-0.76983642578125,0.57098388671875
1760179792780,-0.271240234375,-0.77130126953125,0.56512451171875
1760179792780,-0.274169921875,-0.76739501953125,0.56610107421875
1760179792780,-0.271484375,-0.77471923828125,0.56634521484375
1760179792780,-0.2763671875,-0.77032470703125,0.56243896484375
1760179792780,-0.27490234375,-0.77276611328125,0.56512451171875
1760179792780,-0.279296875,-0.77325439453125,0.56781005859375
1760179795332,-0.277587890625,-0.77008056640625,0.56463623046875
1760179795332,-0.276611328125,-0.77081298828125,0.56585693359375
1760179795332,-0.278076171875,-0.76641845703125,0.57073974609375
1760179795332,-0.27783203125,-0.76495361328125,0.57293701171875
1760179795332,-0.275634765625,-0.76251220703125,0.57659912109375
1760179795332,-0.275146484375,-0.75689697265625,0.57269287109375
1760179795332,-0.27685546875,-0.75714111328125,0.58001708984375
1760179795332,-0.2763671875,-0.75445556640625,0.58343505859375
1760179795332,-0.276123046875,-0.75152587890625,0.58685302734375
1760179795332,-0.281005859375,-0.74517822265625,0.58880615234375
1760179795332,-0.28076171875,-0.74420166015625,0.59783935546875
1760179795332,-0.2783203125,-0.73638916015625,0.59881591796875
1760179795332,-0.281494140625,-0.73468017578125,0.60003662109375
1760179795332,-0.281494140625,-0.73590087890625,0.60321044921875
1760179795332,-0.277099609375,-0.73394775390625,0.60052490234375
1760179795332,-0.27685546875,-0.72808837890625,0.60076904296875
1760179795332,-0.27392578125,-0.74298095703125,0.60272216796875
1760179795332,-0.279052734375,-0.73248291015625,0.60198974609375
1760179795332,-0.27880859375,-0.73297119140625,0.60321044921875
1760179795332,-0.280517578125,-0.73321533203125,0.60443115234375
1760179795332,-0.28076171875,-0.73809814453125,0.60369873046875
1760179795332,-0.28076171875,-0.73663330078125,0.59808349609375
1760179795332,-0.27734375,-0.73785400390625,0.59930419921875
1760179795332,-0.282958984375,-0.74249267578125,0.59832763671875
1760179795332,-0.279296875,-0.74761962890625,0.59320068359375
