respeckTimestamp,accelX,accelY,accelZ
1385485435,-0.9921875,-0.20343017578125,-0.32086181640625
1385485435,-0.990478515625,-0.20440673828125,-0.31768798828125
1385485435,-0.981689453125,-0.21148681640625,-0.32305908203125
1385485435,-0.99658203125,-0.21221923828125,-0.33160400390625
1385485435,-0.984130859375,-0.19488525390625,-0.34942626953125
1385485435,-0.98681640625,-0.18609619140625,-0.34429931640625
1385485435,-1.006103515625,-0.19171142578125,-0.27642822265625
1385485435,-0.984375,-0.19366455078125,-0.28741455078125
1385485435,-1.00634765625,-0.19537353515625,-0.30572509765625
1385485435,-1.00146484375,-0.19146728515625,-0.29718017578125
1385485435,-1.003662109375,-0.19464111328125,-0.26300048828125
1385485435,-1.002197265625,-0.19732666015625,-0.28057861328125
1385485435,-1.00927734375,-0.19464111328125,-0.27276611328125
1385485435,-1.00830078125,-0.20367431640625,-0.28253173828125
1385485435,-1.009033203125,-0.20245361328125,-0.27691650390625
1385485435,-1.00732421875,-0.20001220703125,-0.26129150390625
1385485435,-1.029052734375,-0.20294189453125,-0.26885986328125
1385485435,-1.027587890625,-0.17510986328125,-0.24639892578125
1385485435,-0.97119140625,-0.18511962890625,-0.30694580078125
1385485435,-0.9658203125,-0.17340087890625,-0.30279541015625
1385485435,-1.007568359375,-0.18780517578125,-0.30255126953125
1385485435,-1.0166015625,-0.17633056640625,-0.28424072265625
1385485435,-1.00634765625,-0.18389892578125,-0.26934814453125
1385485435,-1.009033203125,-0.18951416015625,-0.28668212890625
1385485435,-0.998779296875,-0.19464111328125,-0.28692626953125
1385485435,-1.004638671875,-0.19171142578125,-0.28228759765625
1385485435,-1.001708984375,-0.19781494140625,-0.29669189453125
1385485435,-1.0009765625,-0.19757080078125,-0.29400634765625
1385487990,-0.99755859375,-0.19903564453125,-0.30426025390625
1385487990,-1.007080078125,-0.20758056640625,-0.30303955078125
1385487990,-0.9912109375,-0.19464111328125,-0.31622314453125
1385487990,-0.994140625,-0.18609619140625,-0.31695556640625
1385487990,-0.982666015625,-0.19342041015625,-0.31231689453125
1385487990,-1.00244140625,-0.19732666015625,-0.30450439453125
1385487990,-0.997314453125,-0.18804931640625,-0.33233642578125
1385487990,-0.982421875,-0.19854736328125,-0.32843017578125
1385487990,-0.98876953125,-0.19732666015625,-0.33477783203125
1385487990,-0.981689453125,-0.19903564453125,-0.33135986328125
1385487990,-0.981689453125,-0.19464111328125,-0.32574462890625
1385487990,-1.000732421875,-0.19317626953125,-0.31109619140625
1385487990,-0.994873046875,-0.20147705078125,-0.31036376953125
1385487990,-1.001220703125,-0.19805908203125,-0.31890869140625
1385487990,-0.993408203125,-0.20269775390625,-0.32403564453125
1385487990,-0.981201171875,-0.18487548828125,-0.34210205078125
1385487990,-0.973388671875,-0.18487548828125,-0.35040283203125
1385487990,-0.972412109375,-0.18048095703125,-0.35528564453125
1385487990,-0.990234375,-0.19464111328125,-0.36260986328125
1385487990,-0.989013671875,-0.18682861328125,-0.36041259765625
1385487990,-0.979248046875,-0.19317626953125,-0.34527587890625
1385487990,-0.99072265625,-0.19268798828125,-0.35479736328125
1385487990,-0.9736328125,-0.19683837890625,-0.35601806640625
1385487990,-0.986572265625,-0.19952392578125,-0.33941650390625
1385487990,-0.98193359375,-0.19561767578125,-0.34552001953125
1385487990,-0.98681640625,-0.19512939453125,-0.33697509765625
1385487990,-0.981689453125,-0.19586181640625,-0.33819580078125
1385487990,-0.994873046875,-0.19708251953125,-0.33599853515625
1385487990,-0.996337890625,-0.19586181640625,-0.32916259765625
1385487990,-0.983154296875,-0.18145751953125,-0.33526611328125
1385487990,-0.97509765625,-0.18194580078125,-0.33160400390625
1385487990,-0.98876953125,-0.19146728515625,-0.33258056640625
1385490545,-0.9951171875,-0.18487548828125,-0.33941650390625
1385490545,-0.9912109375,-0.19659423828125,-0.33038330078125
1385490545,-0.99072265625,-0.19635009765625,-0.33404541015625
1385490545,-0.984375,-0.19488525390625,-0.34649658203125
1385490545,-0.983642578125,-0.19683837890625,-0.34307861328125
1385490545,-0.986328125,-0.19757080078125,-0.34112548828125
1385490545,-0.9873046875,-0.19561767578125,-0.34112548828125
1385490545,-0.987548828125,-0.19610595703125,-0.33795166015625
1385490545,-0.984619140625,-0.20172119140625,-0.34039306640625
1385490545,-1.002685546875,-0.19830322265625,-0.33428955078125
1385490545,-0.98583984375,-0.18878173828125,-0.33575439453125
1385490545,-0.959228515625,-0.18609619140625,-0.35113525390625
1385490545,-0.986328125,-0.18804931640625,-0.33258056640625
1385490545,-1.00146484375,-0.18927001953125,-0.33575439453125
1385490545,-0.996826171875,-0.19268798828125,-0.31866455078125
1385490545,-0.994384765625,-0.19561767578125,-0.31939697265625
1385490545,-0.984375,-0.19659423828125,-0.33746337890625
1385490545,-0.987548828125,-0.19219970703125,-0.33282470703125
1385490545,-0.98828125,-0.19610595703125,-0.32672119140625
1385490545,-0.9990234375,-0.19708251953125,-0.32305908203125
1385490545,-0.988525390625,-0.19342041015625,-0.31988525390625
1385490545,-0.997314453125,-0.20123291015625,-0.32574462890625
1385490545,-1.001708984375,-0.19049072265625,-0.32891845703125
1385490545,-0.99072265625,-0.19122314453125,-0.32989501953125
1385490545,-0.981689453125,-0.18292236328125,-0.33575439453125
1385490545,-0.97119140625,-0.18072509765625,-0.33380126953125
1385490545,-0.993896484375,-0.19342041015625,-0.33306884765625
1385490545,-0.994873046875,-0.18560791015625,-0.34259033203125
1385490545,-0.9931640625,-0.19537353515625,-0.32989501953125
1385490545,-0.9912109375,-0.19073486328125,-0.33062744140625
1385490545,-0.98193359375,-0.19415283203125,-0.33892822265625
1385490545,-0.990966796875,-0.19415283203125,-0.33135986328125
1385493100,-0.98779296875,-0.19293212890625,-0.33404541015625
1385493100,-0.988525390625,-0.18902587890625,-0.33111572265625
1385493100,-0.990234375,-0.19073486328125,-0.33160400390625
1385493100,-0.9951171875,-0.19635009765625,-0.33990478515625
1385493100,-0.99658203125,-0.19268798828125,-0.32916259765625
1385493100,-0.97314453125,-0.18731689453125,-0.34259033203125
1385493100,-0.98046875,-0.18389892578125,-0.33306884765625
1385493100,-0.98876953125,-0.19317626953125,-0.33843994140625
1385493100,-0.9892578125,-0.18902587890625,-0.34136962890625
1385493100,-0.98681640625,-0.19586181640625,-0.34088134765625
1385493100,-0.986328125,-0.19781494140625,-0.34698486328125
1385493100,-0.982421875,-0.19683837890625,-0.35186767578125
1385493100,-0.98388671875,-0.18951416015625,-0.34552001953125
1385493100,-0.98095703125,-0.19219970703125,-0.33941650390625
1385493100,-0.990966796875,-0.19171142578125,-0.34039306640625
1385493100,-0.991943359375,-0.20294189453125,-0.32354736328125
1385493100,-1.00830078125,-0.18634033203125,-0.30767822265625
1385493100,-0.98779296875,-0.18048095703125,-0.29986572265625
1385493100,-0.98095703125,-0.18658447265625,-0.30352783203125
1385493100,-0.98779296875,-0.19610595703125,-0.32916259765625
1385493100,-1.007080078125,-0.19244384765625,-0.32696533203125
1385493100,-0.989990234375,-0.19317626953125,-0.33087158203125
1385493100,-0.985595703125,-0.19757080078125,-0.34234619140625
1385493100,-0.98486328125,-0.19854736328125,-0.34796142578125
1385493100,-0.983154296875,-0.20098876953125,-0.35284423828125
1385493100,-0.989501953125,-0.19830322265625,-0.35601806640625
1385493100,-0.998779296875,-0.19854736328125,-0.31793212890625
1385493100,-0.979248046875,-0.19708251953125,-0.35430908203125
1385493100,-1.001953125,-0.18975830078125,-0.33746337890625
1385493100,-0.9794921875,-0.18048095703125,-0.31256103515625
1385493100,-0.981201171875,-0.18634033203125,-0.30841064453125
1385493100,-1.00244140625,-0.18560791015625,-0.33087158203125
1385495655,-1.003662109375,-0.18536376953125,-0.29986572265625
1385495655,-0.992919921875,-0.18878173828125,-0.31793212890625
1385495655,-0.989990234375,-0.19586181640625,-0.31744384765625
1385495655,-0.98828125,-0.19195556640625,-0.32452392578125
1385495655,-0.998779296875,-0.18975830078125,-0.32672119140625
1385495655,-0.994140625,-0.19366455078125,-0.32989501953125
1385495655,-0.98583984375,-0.19390869140625,-0.33819580078125
1385495655,-0.985107421875,-0.18878173828125,-0.34625244140625
1385495655,-0.990966796875,-0.17999267578125,-0.33233642578125
1385495655,-0.970947265625,-0.19024658203125,-0.32916259765625
1385495655,-0.9931640625,-0.19976806640625,-0.34674072265625
1385495655,-0.990234375,-0.19586181640625,-0.33917236328125
1385495655,-0.990478515625,-0.19561767578125,-0.33966064453125
1385495655,-0.98583984375,-0.19781494140625,-0.34063720703125
1385495655,-0.98681640625,-0.19464111328125,-0.33038330078125
1385495655,-0.982666015625,-0.19488525390625,-0.33331298828125
1385495655,-1.004638671875,-0.20123291015625,-0.30889892578125
1385495655,-0.9921875,-0.20074462890625,-0.31207275390625
1385495655,-0.99462890625,-0.19415283203125,-0.30645751953125
1385495655,-0.98681640625,-0.19537353515625,-0.31451416015625
1385495655,-0.981689453125,-0.20050048828125,-0.33306884765625
1385495655,-0.993896484375,-0.19757080078125,-0.33721923828125
1385495655,-0.982421875,-0.19342041015625,-0.34893798828125
1385495655,-0.981689453125,-0.22344970703125,-0.33404541015625
1385495655,-0.970458984375,-0.20391845703125,-0.37213134765625
1385495655,-0.971435546875,-0.20465087890625,-0.36407470703125
1385495655,-0.9853515625,-0.21441650390625,-0.36285400390625
1385495655,-0.969970703125,-0.22222900390625,-0.38702392578125
