receivedPhoneTimestamp,accelX,accelY,accelZ
1759754068762,-0.62109375,-0.81329345703125,0.01556396484375
1759754071284,-0.66796875,-0.81036376953125,0.02215576171875
1759754071284,-0.63134765625,-0.82257080078125,0.00408935546875
1759754071284,-0.625,-0.81842041015625,0.00189208984375
1759754071284,-0.642578125,-0.81036376953125,-0.00836181640625
1759754071284,-0.6455078125,-0.81182861328125,-0.00665283203125
1759754071284,-0.63623046875,-0.81890869140625,-0.02203369140625
1759754071284,-0.61181640625,-0.85015869140625,-0.06866455078125
1759754071284,-0.6181640625,-0.83111572265625,-0.05035400390625
1759754071284,-0.627197265625,-0.83306884765625,0.00482177734375
1759754071284,-0.592529296875,-0.84576416015625,0.01580810546875
1759754071284,-0.61083984375,-0.83843994140625,-0.00054931640625
1759754071284,-0.615234375,-0.83746337890625,0.00628662109375
1759754071284,-0.605712890625,-0.84234619140625,0.01702880859375
1759754071284,-0.602783203125,-0.83282470703125,0.01361083984375
1759754071284,-0.61669921875,-0.83697509765625,0.02166748046875
1759754071284,-0.627685546875,-0.82843017578125,0.00799560546875
1759754071284,-0.60791015625,-0.83917236328125,-0.03033447265625
1759754071284,-0.617919921875,-0.82330322265625,-0.05718994140625
1759754071284,-0.634765625,-0.82305908203125,-0.07183837890625
1759754071284,-0.586669921875,-0.84771728515625,-0.06231689453125
1759754071284,-0.592529296875,-0.87261962890625,-0.04425048828125
1759754071284,-0.610595703125,-0.83209228515625,-0.02691650390625
1759754071284,-0.613037109375,-0.82452392578125,-0.03814697265625
1759754071284,-0.603271484375,-0.85894775390625,-0.01861572265625
1759754071284,-0.582275390625,-0.84527587890625,-0.02301025390625
1759754071284,-0.612548828125,-0.83721923828125,-0.00323486328125
1759754071284,-0.60009765625,-0.84918212890625,-0.02520751953125
1759754071284,-0.609130859375,-0.82330322265625,0.01190185546875
1759754071284,-0.6279296875,-0.85382080078125,-0.02667236328125
1759754071284,-0.60205078125,-0.83941650390625,-0.02105712890625
1759754071284,-0.6103515625,-0.84283447265625,-0.03399658203125
1759754071284,-0.593017578125,-0.84429931640625,-0.02764892578125
1759754073804,-0.618896484375,-0.83428955078125,-0.03399658203125
1759754073804,-0.6064453125,-0.84381103515625,-0.05889892578125
1759754073804,-0.607177734375,-0.83233642578125,-0.03424072265625
1759754073804,-0.610595703125,-0.85479736328125,-0.06622314453125
1759754073804,-0.58837890625,-0.83917236328125,-0.02398681640625
1759754073804,-0.625244140625,-0.85357666015625,-0.01617431640625
1759754073804,-0.559814453125,-0.84674072265625,-0.05474853515625
1759754073804,-0.646240234375,-0.83331298828125,-0.04058837890625
1759754073804,-0.59228515625,-0.83160400390625,-0.05279541015625
1759754073804,-0.60498046875,-0.85089111328125,-0.06256103515625
1759754073804,-0.580810546875,-0.85626220703125,-0.08087158203125
1759754073804,-0.63037109375,-0.87530517578125,-0.03131103515625
1759754073804,-0.606689453125,-0.78155517578125,-0.08380126953125
1759754073804,-0.59423828125,-0.86993408203125,-0.04010009765625
1759754073804,-0.60693359375,-0.85235595703125,-0.06793212890625
1759754073804,-0.5830078125,-0.85650634765625,-0.07745361328125
1759754073804,-0.64697265625,-0.82501220703125,-0.00054931640625
1759754073804,-0.61865234375,-0.79156494140625,-0.01251220703125
1759754073804,-0.6162109375,-0.83795166015625,0.01165771484375
1759754073804,-0.5908203125,-0.85308837890625,-0.02740478515625
1759754073804,-0.6142578125,-0.83892822265625,0.00311279296875
1759754073804,-0.582275390625,-0.86993408203125,-0.04547119140625
1759754073804,-0.56689453125,-0.86334228515625,-0.03326416015625
1759754073804,-0.6123046875,-0.84088134765625,-0.02081298828125
1759754073804,-0.61083984375,-0.82867431640625,-0.00372314453125
1759754073804,-0.600341796875,-0.85479736328125,-0.00347900390625
1759754073804,-0.587890625,-0.84844970703125,-0.02105712890625
1759754073804,-0.603515625,-0.83282470703125,0.00213623046875
1759754073804,-0.59521484375,-0.85333251953125,-0.03399658203125
1759754073804,-0.58642578125,-0.85675048828125,-0.01641845703125
1759754073804,-0.61181640625,-0.82891845703125,-0.00933837890625
1759754073804,-0.619384765625,-0.83917236328125,-0.02740478515625
1759754076319,-0.58056640625,-0.85577392578125,-0.05010986328125
1759754076319,-0.588623046875,-0.85015869140625,-0.04156494140625
1759754076319,-0.59814453125,-0.85870361328125,-0.03717041015625
1759754076319,-0.575927734375,-0.85894775390625,-0.04962158203125
1759754076319,-0.603759765625,-0.84820556640625,-0.03375244140625
1759754076319,-0.58154296875,-0.84600830078125,-0.04669189453125
1759754076319,-0.58984375,-0.85382080078125,-0.04986572265625
1759754076319,-0.60498046875,-0.85382080078125,-0.05767822265625
1759754076319,-0.60400390625,-0.82672119140625,-0.05181884765625
1759754076319,-0.59912109375,-0.84820556640625,-0.06060791015625
1759754076319,-0.598876953125,-0.85211181640625,-0.04718017578125
1759754076319,-0.618408203125,-0.83599853515625,-0.04718017578125
1759754076319,-0.6171875,-0.82305908203125,-0.03546142578125
1759754076319,-0.61962890625,-0.85211181640625,-0.02862548828125
1759754076319,-0.60546875,-0.82916259765625,-0.00396728515625
1759754076319,-0.6201171875,-0.83575439453125,-0.00689697265625
1759754076319,-0.63818359375,-0.84332275390625,-0.06158447265625
1759754076319,-0.576904296875,-0.83551025390625,-0.06182861328125
1759754076319,-0.595703125,-0.87799072265625,-0.06402587890625
1759754076319,-0.620361328125,-0.82159423828125,-0.01959228515625
1759754076319,-0.615478515625,-0.80035400390625,0.00921630859375
1759754076319,-0.632568359375,-0.85723876953125,-0.01544189453125
1759754076319,-0.587890625,-0.83575439453125,0.00018310546875
1759754076319,-0.61669921875,-0.85040283203125,-0.02203369140625
1759754076319,-0.6083984375,-0.82476806640625,-0.01617431640625
1759754076319,-0.6259765625,-0.83868408203125,-0.01080322265625
1759754076319,-0.613525390625,-0.81988525390625,0.00433349609375
1759754076319,-0.633056640625,-0.84014892578125,-0.01666259765625
1759754076319,-0.618896484375,-0.81231689453125,0.00994873046875
1759754076319,-0.626708984375,-0.82965087890625,-0.00299072265625
1759754076319,-0.630859375,-0.83599853515625,-0.00689697265625
1759754076319,-0.599365234375,-0.84820556640625,-0.01446533203125
1759754078843,-0.598876953125,-0.84771728515625,-0.02081298828125
1759754078843,-0.59423828125,-0.83355712890625,0.02679443359375
1759754078843,-0.616455078125,-0.82379150390625,-0.00103759765625
1759754078843,-0.599853515625,-0.84356689453125,-0.01861572265625
1759754078843,-0.599365234375,-0.86920166015625,-0.05938720703125
1759754078843,-0.56689453125,-0.85333251953125,-0.07012939453125
1759754078843,-0.624755859375,-0.85040283203125,-0.01129150390625
1759754078843,-0.589111328125,-0.80572509765625,-0.00860595703125
1759754078843,-0.631591796875,-0.85577392578125,-0.01324462890625
1759754078843,-0.578369140625,-0.83990478515625,-0.02496337890625
1759754078843,-0.627197265625,-0.84844970703125,-0.01202392578125
1759754078843,-0.614013671875,-0.81915283203125,-0.01177978515625
1759754078843,-0.633056640625,-0.83062744140625,-0.01593017578125
1759754078843,-0.591796875,-0.84942626953125,-0.03790283203125
1759754078843,-0.58349609375,-0.86431884765625,-0.04083251953125
1759754078843,-0.58056640625,-0.84722900390625,-0.03057861328125
1759754078843,-0.597412109375,-0.86016845703125,-0.02471923828125
1759754078843,-0.596435546875,-0.83013916015625,-0.02227783203125
1759754078843,-0.609375,-0.85137939453125,-0.01007080078125
1759754078843,-0.600341796875,-0.83087158203125,-0.02154541015625
1759754078843,-0.564208984375,-0.85992431640625,-0.07818603515625
1759754078843,-0.618896484375,-0.84722900390625,-0.03009033203125
1759754078843,-0.615966796875,-0.82891845703125,-0.02642822265625
1759754078843,-0.640380859375,-0.82501220703125,-0.01544189453125
1759754078843,-0.60302734375,-0.84063720703125,-0.01373291015625
1759754078843,-0.603759765625,-0.84259033203125,-0.01080322265625
1759754078843,-0.61279296875,-0.83282470703125,-0.00714111328125
1759754078843,-0.631103515625,-0.82183837890625,0.00872802734375
1759754078843,-0.61083984375,-0.82867431640625,0.00555419921875
1759754078843,-0.62109375,-0.82574462890625,0.00604248046875
1759754078843,-0.595703125,-0.85406494140625,0.02264404296875
1759754078843,-0.61279296875,-0.85772705078125,-0.00299072265625
1759754081362,-0.574951171875,-0.83624267578125,-0.02716064453125
1759754081362,-0.6201171875,-0.84649658203125,-0.02545166015625
1759754081362,-0.62060546875,-0.80059814453125,-0.01007080078125
1759754081362,-0.615966796875,-0.85479736328125,-0.04962158203125
1759754081362,-0.602294921875,-0.85235595703125,-0.01495361328125
1759754081362,-0.619873046875,-0.82574462890625,0.01385498046875
1759754081362,-0.61669921875,-0.83746337890625,-0.01348876953125
1759754081362,-0.6005859375,-0.85845947265625,-0.02178955078125
1759754081362,-0.597412109375,-0.82550048828125,0.01019287109375
1759754081362,-0.65185546875,-0.80499267578125,0.03314208984375
1759754081362,-0.61669921875,-0.83770751953125,0.00970458984375
1759754081362,-0.59814453125,-0.84893798828125,0.01239013671875
1759754081362,-0.59814453125,-0.83258056640625,0.01776123046875
1759754081362,-0.635986328125,-0.84747314453125,0.00360107421875
1759754081362,-0.576904296875,-0.83843994140625,-0.00299072265625
1759754081362,-0.616455078125,-0.84600830078125,0.00848388671875
1759754081362,-0.618408203125,-0.81915283203125,0.00970458984375
