receivedPhoneTimestamp,respeckTimestamp,packetSeqNum,sampleSeqNum,accelX,accelY,accelZ
1759339040978,526865846,7453,0,0.910888671875,-0.14849853515625,0.29852294921875
1759339040978,526865846,7453,1,0.90966796875,-0.13946533203125,0.32244873046875
1759339040978,526865846,7453,2,0.872802734375,-0.12359619140625,0.26531982421875
1759339040978,526865846,7453,3,0.89306640625,-0.13922119140625,0.29119873046875
1759339040978,526865846,7453,4,0.89013671875,-0.14434814453125,0.29998779296875
1759339040978,526865846,7453,5,0.9111328125,-0.15338134765625,0.31097412109375
1759339040978,526865846,7453,6,0.919677734375,-0.13531494140625,0.32196044921875
1759339040978,526865846,7453,7,0.885498046875,-0.13555908203125,0.27923583984375
1759339040978,526865846,7453,8,0.872314453125,-0.12628173828125,0.28875732421875
1759339040978,526865846,7453,9,0.902099609375,-0.13946533203125,0.29193115234375
1759339040978,526865846,7453,10,0.901611328125,-0.15386962890625,0.31634521484375
1759339040978,526865846,7453,11,0.914794921875,-0.14654541015625,0.31829833984375
1759339040978,526865846,7453,12,0.903564453125,-0.14166259765625,0.31292724609375
1759339040978,526865846,7453,13,0.874267578125,-0.12115478515625,0.26971435546875
1759339040978,526865846,7453,14,0.8876953125,-0.13555908203125,0.29876708984375
1759339040978,526865846,7453,15,0.897216796875,-0.15093994140625,0.30902099609375
1759339040978,526865846,7453,16,0.909423828125,-0.15704345703125,0.32171630859375
1759339040978,526865846,7453,17,0.910888671875,-0.13458251953125,0.31658935546875
1759339040978,526865846,7453,18,0.886474609375,-0.13238525390625,0.30316162109375
1759339040978,526865846,7453,19,0.87451171875,-0.12994384765625,0.27484130859375
1759339040978,526865846,7453,20,0.89208984375,-0.14434814453125,0.29901123046875
1759339040978,526865846,7453,21,0.905517578125,-0.15069580078125,0.31732177734375
1759339040978,526865846,7453,22,0.90087890625,-0.14483642578125,0.31732177734375
1759339040978,526865846,7453,23,0.903564453125,-0.14215087890625,0.31365966796875
1759339040978,526865846,7453,24,0.891357421875,-0.12701416015625,0.28778076171875
1759339040978,526865846,7453,25,0.88671875,-0.13922119140625,0.28997802734375
1759339040978,526865846,7453,26,0.900390625,-0.14263916015625,0.29486083984375
1759339040978,526865846,7453,27,0.8974609375,-0.15289306640625,0.31634521484375
1759339040978,526865846,7453,28,0.91162109375,-0.14190673828125,0.30511474609375
1759339040978,526865846,7453,29,0.904052734375,-0.13702392578125,0.32659912109375
1759339040978,526865846,7453,30,0.882568359375,-0.12506103515625,0.28973388671875
1759339040978,526865846,7453,31,0.882080078125,-0.14263916015625,0.29705810546875
1759339043678,526868425,7454,0,0.891357421875,-0.13702392578125,0.30584716796875
1759339043678,526868425,7454,1,0.9033203125,-0.15264892578125,0.31756591796875
1759339043678,526868425,7454,2,0.90625,-0.13848876953125,0.30755615234375
1759339043678,526868425,7454,3,0.89697265625,-0.13482666015625,0.32293701171875
1759339043678,526868425,7454,4,0.878662109375,-0.13287353515625,0.28509521484375
1759339043678,526868425,7454,5,0.896484375,-0.14263916015625,0.29632568359375
1759339043678,526868425,7454,6,0.895751953125,-0.14727783203125,0.31170654296875
1759339043678,526868425,7454,7,0.90283203125,-0.14361572265625,0.31854248046875
1759339043678,526868425,7454,8,0.898193359375,-0.14068603515625,0.30511474609375
1759339043678,526868425,7454,9,0.89453125,-0.13970947265625,0.32049560546875
1759339043678,526868425,7454,10,0.88623046875,-0.12628173828125,0.28802490234375
1759339043678,526868425,7454,11,0.8984375,-0.14044189453125,0.29095458984375
1759339043678,526868425,7454,12,0.886474609375,-0.14898681640625,0.32025146484375
1759339043678,526868425,7454,13,0.890380859375,-0.15972900390625,0.30560302734375
1759339043678,526868425,7454,14,0.912353515625,-0.14654541015625,0.31536865234375
1759339043678,526868425,7454,15,0.912109375,-0.13580322265625,0.28436279296875
1759339043678,526868425,7454,16,0.877197265625,-0.13507080078125,0.29095458984375
1759339043678,526868425,7454,17,0.892333984375,-0.12432861328125,0.27996826171875
1759339043678,526868425,7454,18,0.88818359375,-0.14654541015625,0.31414794921875
1759339043678,526868425,7454,19,0.90283203125,-0.15069580078125,0.31243896484375
1759339043678,526868425,7454,20,0.908203125,-0.13946533203125,0.31219482421875
1759339043678,526868425,7454,21,0.900390625,-0.13970947265625,0.30902099609375
1759339043678,526868425,7454,22,0.87939453125,-0.12530517578125,0.27850341796875
1759339043678,526868425,7454,23,0.900146484375,-0.14044189453125,0.29510498046875
1759339043678,526868425,7454,24,0.89990234375,-0.14434814453125,0.30511474609375
1759339043678,526868425,7454,25,0.90283203125,-0.15460205078125,0.30096435546875
1759339043678,526868425,7454,26,0.903564453125,-0.13092041015625,0.32830810546875
1759339043678,526868425,7454,27,0.89990234375,-0.14801025390625,0.30804443359375
1759339043678,526868425,7454,28,0.8779296875,-0.12652587890625,0.28167724609375
1759339043678,526868425,7454,29,0.898193359375,-0.14044189453125,0.29803466796875
1759339043678,526868425,7454,30,0.896484375,-0.14410400390625,0.30242919921875
1759339043678,526868425,7454,31,0.90087890625,-0.15191650390625,0.31292724609375
1759339046201,526871005,7455,0,0.908203125,-0.13433837890625,0.31683349609375
1759339046201,526871005,7455,1,0.902099609375,-0.15069580078125,0.31268310546875
1759339046201,526871005,7455,2,0.87841796875,-0.12677001953125,0.27142333984375
